,text_id,text,task_1,task_2
2937,hasoc_de_2938,USER  wo soll das alles noch Enden?,0,NONE
2421,hasoc_de_2422,"USER 
",0,NONE
749,hasoc_de_750,"❝USER kennt noch nicht einmal meine richtige Fraktion im Europaparlament!❞  USER bei AnneWill an die Adresse des offenbar völlig desinformierten EVP-Spitzenkandidaten Weber.  Strache EP2019 Europawahl2019 Meuthen  Ibizagate Oesterreich Neuwahlen AfD 
",0,NONE
1590,hasoc_de_1591,"USER Super,da können die Herrschaften selber lesen,was man über jeden einzelnen in der Regierung hält und denkt.",0,NONE
1170,hasoc_de_1171,"Platz machen für Flüchtlinge: 1,4 Millionen Schutzsuchende warten bereits etwas ungeduldig auf ihre Neuansiedlung.  
",0,NONE
2063,hasoc_de_2064,"Das Kabinett beschließt 'strengere' Abschieberegeln. Ausreisepflichtige dürfen u.a. nun auch in Gefängnissen untergebracht werden. Bessermenschen finden das falsch. Und ich muss ihnen diesmal Recht geben. Denn eigentlich müsste Merkel dazugesperrt werden. 
",1,OFFN
1266,hasoc_de_1267,"Wir nehmen das hier mal zum Anlass, uns etwas über das „Verbieten“ zu unterhalten. Wer immer in letzter Zeit die Grünen diffamieren möchte, nennt sie „Verbotspartei“, und komischerweise finden viele Menschen das zutreffend. 1/7 
",0,NONE
3550,hasoc_de_3551,"Wow  Deutsche 15%-Partei arbeitet an   w e l t w e i t e r  Mindeststeuer.   EuropaNichtDieAntwort EuropaIstDieAntwort WasIstDieFrage ?  EUelections2019 EuropaWahl2019 Europee2019  EUisNotEurope   
",0,NONE
2213,hasoc_de_2214,"USER Wie fühlen sich diese Nazis denn so an?  
",0,NONE
908,hasoc_de_909,"Chebli twittert sich um Kopf um Kragen: Anti-Terror-Einsatz ist „antimuslimischer Rassismus“ 
 via USER",0,NONE
2167,hasoc_de_2168,"NOTRE DAME BRENNT! :::MOSLEMS JUBELN VOR FREUDE:::: 
 
",0,NONE
86,hasoc_de_87,"Diese Videos werden dann nach Hause geschickt, wo man sich köstlich über unseren Staat amüsiert. Zu Recht! Regensburg 
",0,NONE
3180,hasoc_de_3181,"Wenn die KlimaReligion die Aufklärung auslacht:    Ehrendoktor für ein Kind mit Hauptschulabschluss, welches regelmäßig die Schule geschwänzt hat ... lustiger wird es heute wohl nicht mehr?    DummMenschen 
",1,OFFN
2071,hasoc_de_2072,"Chebli wird im Auto von arabischem Polizisten angehalten.  'Alde, Führerschein'?  'Was ist das?'  'Das ist was mit Bild von dir drin!'  Chebli reicht ihm ihren Chanel-Taschenspiegel.  Er guckt rein. Sagt dann:  'Oh, isch wusst nicht dass du auch vom Polizei bischt Brudi!'  chebliwitze",1,OFFN
3158,hasoc_de_3159,"USER USER No victim, no crime. Die Polizisten initiieren hier Aggression und bestehlen die Männer anschließend noch. Was erwartet man auch von ihnen?",0,NONE
970,hasoc_de_971,"Nicht schlecht, was ??     Aus Schweden... 
",0,NONE
13,hasoc_de_14,"mdr Umfrage 'Gehört der Islam zu Deutschland?' 15.000 beteiligten sich und hier zeigt sich der Unterschied zwischen Propaganda und realem Empfinden der Menschen. 
",0,NONE
873,hasoc_de_874,"Wieso die Grünen besonders bei linksextremen Verlierern und anderen Randgruppen so beliebt ist, dürfte klar sein. 
",0,NONE
1723,hasoc_de_1724,"besser kann man die aktuelle Lage nicht beschreiben 
",0,NONE
808,hasoc_de_809,"Die HHBombe in Wilhelmsburg ist erfolgreich entschärft. Herzlichen Dank an unseren Kampfmittelräumdienst   EinsatzfuerHamburg 
",0,NONE
3524,hasoc_de_3525,"Kirche in Sveti Tomaž (St. Thomas) Slovenia  Church christian Églises Alpes  Aleš Krivec  
",0,NONE
514,hasoc_de_515,"Die werden nicht lang, sondern hassverzerrt sein. 
",0,NONE
3055,hasoc_de_3056,USER Grüne Inzucht !,0,NONE
409,hasoc_de_410,"In Deutschland lebende Migranten haben im vergangenen Jahr 5,1 Milliarden Euro in ihre Heimatländer geschickt – ein Rekordwert. Das berichtet die „Wirtschaftswoche“ unter Berufung auf Daten der Bundesbank. (Besser das Geld würde in D ausgegeben werden.) 
",0,NONE
3508,hasoc_de_3509,"Man kann den Namen jedes deutschen Aussenministers nehmen und ihn zusammen mit 'warnt' googeln. Das Ergebnis ist erschreckend. Die meinen das mit dem deutschen Wesen, an dem die Welt genesen soll, auch nach Millionen von Toten noch ernst. 
",0,NONE
1337,hasoc_de_1338,"Bei der Einführung einer „CO2-Energiesteuer“, handelt es sich 'um ein Kernstück der Ökologischen und Sozialen Marktwirtschaft“ und „um den glaubwürdigen Einsatz zum Schutz des Klimas und zur Bewahrung der Schöpfung'    - Beschluss Bundesparteitag der CDU, 1995  ZurückInDieZukunft",0,NONE
1413,hasoc_de_1414,"Und es ist soweit! 
 die neue Kampagne der AfD-Fraktion Niedersachsen USER geht online! Verbreitet den Hashtag weilesreicht 
",0,NONE
2867,hasoc_de_2868,"Wer ist Sarah Connor? 
",0,NONE
207,hasoc_de_208,"Massiver Wohnungsmangel in Großstädten. Habeck+Stegner (was für ein Gespann!) sind anstatt Grenzen zu schließen+Abgewiesene abzuschieben für Enteignungen! Sind wir schon in einer sozialistischen Diktatur gelandet? 
",0,NONE
2003,hasoc_de_2004,"Hier ist die Ursache von den Selbstmordattentaten kurz erklärt.     72 Jungfrauen im Paradies sind von Allah verheißen. 
",1,HATE
458,hasoc_de_459,"Wir brauchen einen schwarzen Papst! 
 via USER",0,NONE
6,hasoc_de_7,"Hannover: Weil ihm die Freizeitgestaltung und ihr Umgang mit Männern nicht passt, tritt und schlägt Mustafa F. (26) auf seine ehemalige -nach islamischem Recht- Ehefrau Alina (23) ein, rasiert ihr den Schädel kahl - Bruder wegen ähnlicher Tat vor Gericht  
",0,NONE
382,hasoc_de_383,"DFB Pokal Gewinnspiel: WIESENHOF: Werder-Expertentipp 29. Spieltag 18/19 
",0,NONE
2299,hasoc_de_2300,USER USER Sie meinten wahrscheinlich '45? Sonst macht Ihre Beleidigung keinen Sinn und Sie machen die AfD unfreiwillig zu Widerstandskämpfern.,0,NONE
3545,hasoc_de_3546," Machtdemonstration auf der Straße  Durchsetzung des 'Recht des Stärkeren' mittels Messer ist eine 'Machtdemonstration'  Ob ein Verbot des INSTRUMENTS (mit Messerverbot) etwas bei den TÄTERN ändert??  Kommt danach ein Hammer-, Scheren-, Pfannenverbot?   
",0,NONE
1987,hasoc_de_1988,"USER Da Vater Staat sich immer mehr an seinen Kindern vergeht, nenne ich ihn nur noch 'Kinderficker'.  Ein ganz übles Wort, ich weiss.  Aber es passt.",1,OFFN
2526,hasoc_de_2527,Und wenn sechs Parteien einfach eine zuviel sind?,0,NONE
2589,hasoc_de_2590,Am Tag von NikiLauda s Unfall auf dem Nürburgring (1.8.1976) stürzte in Wien die Reichsbrücke über die Donau ein.    Am Tag von Niki Laudas Tod (20.5.2019) stürzte in Wien die Regierung ein.    Sowas gibt es nur bei ganz Großen.,0,NONE
1883,hasoc_de_1884,"Ich frag mich wo die grau 2002 bei der mithilfe in Ostdeutschland...Dresden...Chemnitz...oder!!!..war...ich war dort hab se .net gesehen...aber ich glaub deutsche sind der nix wert...!!!! 
",0,NONE
1713,hasoc_de_1714,"DEUTSCHLAND BRAUCHT ZUWANDERUNG  was ja bis jetzt gekommen ist sind ja nur Freunde und Bekannte die wollen ja alle auch nur Studieren--also nix Hände schmutzig machen  dann her mit der nächsten Welle aus der Wüste die gut Teppiche ficken ehmm sorry flicken können 
",1,OFFN
2579,hasoc_de_2580,"Die CDU möchte damit angeben, das Wahlprogramm der Grünen umgesetzt zu haben.     (Ich bin noch nicht sicher, welche Wählergruppe das genau erreichen soll.)    (Hoffentlich ist bald Sonntag und das ganze Elend endlich vorbei.) 
",0,NONE
2478,hasoc_de_2479,"Gabriel fordert von SPD „robuste Asylpolitik“ nach dänischem Vorbild    
",0,NONE
2170,hasoc_de_2171,"Das kann doch unseren Lehrer nicht erschüttern! 
 
",0,NONE
1393,hasoc_de_1394,"ich möchte eine SPD , die auch als Koalitionspartner vermitteln kann, was ihr Kern ist! Die man nicht aus 'Dankbarkeit' wählt, weil es sonst keine Regierung gegeben hätte oder aus 'Gnade'! Der Kern!    Nahles' Rücktritt ist noch das kleinste Problem der SPD 
",0,NONE
552,hasoc_de_553,"Frankreich-Terror: Morddrohung gegen die Redaktion von. Charlie Hebdo. 
",0,NONE
3542,hasoc_de_3543,"  
",0,NONE
222,hasoc_de_223,"Wenn man Leute, die aufgrund religiösen Fanatismus Musikinstrumente zerstören, „Barbaren“ nennt, führt das bei Twitter zur Löschung des Accounts. So zumindest bei USER samt Verlust von 4256 Followern! Ein Skandal! Solidarität mit Lebensformation!!!",0,NONE
1382,hasoc_de_1383,".  Die AfD im Landtag München füttert mit unseren Steuergeldern die   fragwürdigsten Gestalten durch...    ltby  Baal Müller     
",0,NONE
1096,hasoc_de_1097,"Klimaaktivist Arnold USER beim Treffen mit Prophetin Greta:  Achtet auf euren Stromverbrauch und kauft Elektro-Autos!    FridaysForFuture 
",0,NONE
3455,hasoc_de_3456,"Witz des Jahres  Europäischer Gerichtshof (EuGH) wirft Staatsanwaltschaft'en mangelnde Unabhängigkeit vor.  Sie unterstehen den Justizministern + deren Weisungen, sind NICHT unabh. von EXEKUTIVE.  PS: Gen.Staatsanwaltschaft Litauen =unabh. Justizbehörde! 
",0,NONE
8,hasoc_de_9,"Innsbruck: Tirolerin und Türke knacken 2018 zahlreiche Automaten bei Auto-Waschanlagen und Tankstellen, anhand dort gefundener DNA kommt heraus, dass der Türke auch für Vergewaltigung einer Frau in Innsbruck in der Silvesternacht 2012 verantwortlich ist  
",0,NONE
1925,hasoc_de_1926,"Der Pendelschlag vom Bösen zum Guten ist nicht mehr zu stoppen 
 
",0,NONE
634,hasoc_de_635,"Antisemitismus – hier irrt (nicht nur) die Kanzlerin!  
",0,NONE
3511,hasoc_de_3512," Großrazzia bei irak'ischer Organisation 'Aal Salam 313' in   wegen Waffenhandel, Schleuserkriminalität &amp; Paßfälschung.  34 Beschuldigte.     Essen Dortmund Siegburg  
",0,NONE
316,hasoc_de_317,"Sparkassen, früher seriös und gemeinnützig, sind inzwischen auf 'Banker-Niveau' herabgesunken.    Sparkasse Werra-Meißner Staatsanwaltschaft ermittelt gegen Private-Banking-Berater 
",0,NONE
2687,hasoc_de_2688,"Video: Vogelmörder Windrad – so tötet Windenergie 
 via USER",0,NONE
3365,hasoc_de_3366,"In Berlin hätten die Polizisten schon eine Strafanzeige dafür bekommen. 
",0,NONE
1328,hasoc_de_1329,"Herr USER     Wenn Sie mal wissen wollen wie Politik geht, schneiden Sie sich mal ne Scheibe von Ihrem Kollegen ab, statt die Demokratie mit wirren Koalitionsgedanken sturmreif schießen zu lassen!     'Die AfD hat nirgendwo eine Vormachtstellung“ 
",0,NONE
427,hasoc_de_428,"Schock für Angela Merkel: Mutter der Kanzlerin ist tot.    Jeder reagiert anders im Schockzustand der großen Trauer. 
",0,NONE
2115,hasoc_de_2116,"wer nicht denkt und deshalb nichts weiss… 
 
",0,NONE
105,hasoc_de_106,"
",0,NONE
2149,hasoc_de_2150,"5G: Unsere Zukunft im Mikrowellenherd 
 
",0,NONE
142,hasoc_de_143,"Im französischen Trélazé bei Angers terrorisieren frustrierte, afrikanische und arabischen Migranten-Gangs ihre Mitbürger.  Europawahl2019 Macron 
",0,NONE
121,hasoc_de_122,"So eine 'mutige' Berichterstattung (Pfingsten = Drogentrip) würde ich mir mal wünschen, wenn sich weltweit Millionen Bärtige mit dem Gesicht zu Boden Richtung Mekka werfen.  Na, wie wär's, USER 
",0,NONE
2086,hasoc_de_2087,"SHITHOLE GERMANY!…BRiD ist mittlerweile ganz unten angelangt. 
 
",1,PRFN
3767,hasoc_de_3768,USER Dann sollten wir sie ganz schnell auf den Mars schießen! Dort ist die Klima-Erwärmung noch viel extremer als hier!,0,NONE
3646,hasoc_de_3647,"USER Ein Polizeikommissar, der wie Göbbels tönt!  Und einen Eid auf das GG abgelegt hat!  Und dieses verhöhnt und missbraucht ",0,NONE
1189,hasoc_de_1190,"Studienabbrecher und SPD-Hoffnung Kevin Kühnert will BMW enteignen und verstaatlichen.  Sozialismus ist einfach toll!  :)  
",0,NONE
2503,hasoc_de_2504,"Gut wenn die Erfinder dieser Lügen Geschichte bestraft werden!  FAKENEWS     
 
",0,NONE
3300,hasoc_de_3301,"'Döner-Weltmarktführer Karmez ist insolvent – eine Pleite mit alles und scharf'  nix türkisch Döner mehr aus Frankfurt  Vegetarier und Veganer sowie der BER Flughafen sollen Schuld sein an der Insolvenz  futschi Arbeitsplatz für 100 Mitarbeiter  
",0,NONE
2656,hasoc_de_2657,"Auf der A5 bei Frankfurt gibt es jetzt Oberleitungslastwagen. 
",0,NONE
1689,hasoc_de_1690,"100-Jahres-Feier in Genf: Merkel will Sozialstandards anmahnen  
 
",0,NONE
115,hasoc_de_116,USER USER USER Alles Ablenkung von der Flüchtlingskrise und der Masseneinwanderung.,0,NONE
3809,hasoc_de_3810,"Offenbach &gt;80% Kinder und Jugendliche sind nicht Deutscher Herkunft,deshalb sollten Migranten ohne Deutschen Pass,in Deutschland wählen dürfen!  
",0,NONE
1952,hasoc_de_1953,"NordlandTV u Nikolai: 
",0,NONE
1949,hasoc_de_1950,"Den Kanzler hat man gestürzt!  Ist eine komische Welt... 
",0,NONE
2189,hasoc_de_2190,"
",0,NONE
3390,hasoc_de_3391,"Recep Tayyip Erdogan =best man bei Mesut Ozil's Hochzeit.  Bei Amine Gülşe fehlen aber Schulter-u. Kopfbedeckung   Oezil with Dictator  
",0,NONE
800,hasoc_de_801,"Dieser gefährliche Salafist bewegt sich seit 14 Jahren frei in  umher, obwohl er ausreisepflichtig ist. Politiker und Regierungen, die so was zulassen, begehen größtes Unrecht am deutschen Volk!  
",0,NONE
2717,hasoc_de_2718,"Wer gedenkt der vielen Toten, die durch Migrantengewalt ums Leben gekommen sind? 
",1,HATE
3558,hasoc_de_3559,Offenbar droht wieder ein Kinderkreuzzug zur Rettung der Welt vor den Ungläubigen.,0,NONE
2649,hasoc_de_2650,"Danke, USER für diese geile Europatournee. Danke! &lt;3   SGE CHESGE",0,NONE
3749,hasoc_de_3750,USER Der Sesselkleber biedert sich überall an.,0,NONE
1951,hasoc_de_1952,"Das sollten mal alle die FFF Kids lesen..aber da sind de zu blöd...schwebten halt lieber...so sieht das Teil aus!!!    
",0,NONE
2564,hasoc_de_2565,"'Bei Linkshändern zwischen 1,69 und 1,72 konnten wir in absoluten Zahlen sogar nochmal zulegen im Vergleich zur letzten Gesamtelternversammlung. Das ist ein klares Mandat.' TwitternWie18Uhr",0,NONE
2794,hasoc_de_2795,"USER USER USER USER USER Ihr wisst schon, dass das totaler Schwachsinn ist. Da die Twingofahrt nicht diesen Zweck hatte und sie wegen Bodenfrost nicht unter der Erdoberfläche sein kann. Deshalb geht die Berliner Polizei dieser Ressourcen und Zeitverschwendung HOFFENTLICH auch nicht nach. Punkt.",0,NONE
672,hasoc_de_673,"Das praktische an der Burka, wenn man neu Heiratet k. man die alten Bilder einfach behalten &amp; als die neue ausgeben. 
",0,NONE
2596,hasoc_de_2597,Im nächsten Leben werde ich falsche Oligarchennichte.,0,NONE
91,hasoc_de_92,"Seehofer sprach von „Herrschaft des Unrechts“. Jetzt sagt er über Merkel „Wir sollten in der Union stolz sein, dass so eine herausragende Persönlichkeit aus unseren Reihen kommt.“ Der zieht eine Schleimspur von München bis Berlin. Schleimhofer AfD  
",0,NONE
1109,hasoc_de_1110,"Tief religiöse Flüchtlinge aus Syrien und dem Irak kämpfen mit 'alteingesessenen' Araber-Clans um die Vormachtstellung im Drogenhandel!  
 Essen",0,NONE
2250,hasoc_de_2251,"'Schüttelfrost', wenn er an die Sicherheitslage denkt wegen eingewanderten Terroristen: Ex-Verfassungsschutzpräsident Hans-Georg Maaßen über die Fehler seit 2015. 
",0,NONE
591,hasoc_de_592,"E-Busse: Realität trifft Ideologie! Extrem teuer und leistungsschwach! Grün eben! 
",0,NONE
2215,hasoc_de_2216,"Ausweg verrät die Intention 'ausweichen', alle sind schuld, nur die 'heilige katholische Kirche' nicht. Was ist er/sind sie/ für Pharisäer. Wer noch in der Sekte ist, sollte sich schnell aus dieser kriminellen Vereinigung verabschieden.    
",0,NONE
3544,hasoc_de_3545,"Lagebild ClanKriminalität  (vor 5 Jahren unter SPD noch unbekannt)  108 Clans in NRW - 59% Libanesen, Türken, Syrer  14.225 Straftaten  6450 Tatverdächtige  2 Clan-Familien --&gt; 20% aller Straftaten  Kriminell: Familie samt Kinder, jeder 5. Frau  Rechtsstaat  
",0,NONE
3393,hasoc_de_3394,"Asylwerber Amadou B. (28) aus Guinea (seit 2017 im Paradies ) wollte Bachelor-Kandidatin Lina Kolodochka brutal vergewaltigen, fixierte ihren Oberkörper gewaltsam, Hand würgend am Hals, mit heruntergelassener Hose  Alltag in Deutschland Migrantengewalt  
",0,NONE
888,hasoc_de_889,"Deutschland wird ein Land der Fußgänger und rettet das Weltklima.    Wer keine Arbeit mehr hat, muss ja auch das Haus seltener verlassen.  Ist also ein vernünftiger und durchdachter Plan.    Und wer was dagegen sagt ist ein Nazischein!     
",0,NONE
2416,hasoc_de_2417,AachenerVertrag erinnert an:' Aus D soll möglichst viel Vermögen verschwinden' - sinngemäße Ausage von D-Hasser Joschka Fischer.,0,NONE
2333,hasoc_de_2334,"PAZ:Ein starkes Stück: Überheblichkeit und Doppelmoral: »Deutsche Politiker reden über Österreich, als wäre Wien Magdeburg oder Hannover« 
",0,NONE
1576,hasoc_de_1577,"USER USER Das ist mal eine klare, deutliche und ehrliche Ansage!",0,NONE
2476,hasoc_de_2477,"Der Bundestag beschließt etwas, das nicht zu 100% dem grünen Parteiprogramm entspricht, und Empörtwitter hat schon wieder Schaum vorm Mund.",0,NONE
213,hasoc_de_214,"Christchurch Attentäter hatte Eintrittskarte zum Schloss Neuschwansteinstein -  das weiße, deutsche Schloss muss jetzt als 'Kampf gegen rechts' in NeuSchafEurabia umbenannt, schwarz angestrichen oder ganz+gar abgerissen werden. Und Tote Hosen geben natürlich auch ein 'Konzert'. 
",0,NONE
778,hasoc_de_779,"Haus Mainusch auf Gelände der USER - hier hausen Gammler, Besetzer, Treffpunkt linksextreme Szene. Seit Jahren sieht Landesregierung USER kein Problem darin. Zuständiger Minister Wolf will keine linksextremen Aktivitäten erkennen. Warum? 
",0,NONE
2726,hasoc_de_2727,USER Der sieht irgendwie ewie seine Frau aus. Dieser Blick,0,NONE
2356,hasoc_de_2357,"Unzensuriert:Nationalrat stimmt für Schließung von König-Abdullah-Zentrum: ÖVP dagegen: SAudiA Foto: Anashir / Wikimedia (CC BY-SA 3.0) Nur wenige Tage nachdem das Regime Saudi-Arabiens bekanntgab, einen ihrer Kritiker, den sie mit gerade einmal 13… 
",0,NONE
2043,hasoc_de_2044,"Migranten aus Syrien 'flüchten' nach Deutschland da hier kostenlose Gesundheitsumsorge ist. Wer bezahlt mal wieder? Richtig, der dumme Michel. 
",0,NONE
3142,hasoc_de_3143,Maybrit lIIner war SED-Mitglied.    Quelle: Wikipedia.,0,NONE
2196,hasoc_de_2197,"Das steckt in den Jungs drin (DNA) Gefühl für Dreck, Matsche und Patsche; das hält lebenslänglich bei den Ückendorfer, sie nennt man nicht von ungefähr, Scheißer. 
",1,PRFN
1567,hasoc_de_1568,"Keine Männer, kein Nachwuchs.  Fensterplatz letzte Reihe in Bio gehabt, oder was?  Und im Übrigen rede ich mit, wo ich will.  Ende der Durchsage. 
",0,NONE
2893,hasoc_de_2894,"USER jahaaa, geht natürlich gar nicht, daß die angeblich Falschen das Richtige sagen....",0,NONE
3384,hasoc_de_3385,"Kennt einer das längste deutsche Wort...??  -&gt;Donaudampfschifffahrtselektrizitätenhauptbetriebswerkbauunterbeamtengesellschaft      *gegründet 1829  &gt;
  
",0,NONE
2375,hasoc_de_2376,"DWN: China fährt Exporte seltener Erden deutlich zurück: China fährt seine Exporte Seltener Erden deutlich zurück. Die strategisch wichtigen Rohstoffe dienen offenbar als Hebel in den Handelsverhandlungen mit den USA. 
",0,NONE
3576,hasoc_de_3577,USER Bei diesem Blatt wäre auch ein vollständiges Ende nicht schlimm.,0,NONE
1343,hasoc_de_1344,".......man, hab ich einen Durst...!     .....Milch oder nen Schnaps...? 
",0,NONE
2013,hasoc_de_2014,"Wie schön friedlich! 
",0,NONE
273,hasoc_de_274,"USER 'heute ist alles besser', ist derselbe Schwachsinn, wie 'früher war alles besser'. Die Welt wird nicht besser, sondern Diskriminierung, Chauvinismus wechseln nur die Seiten, siehe Südafrika oder der aggressiv-kriminelle Hetzjagd metoo Feminismus.",0,NONE
71,hasoc_de_72,"da fragt man sich ,was feiern die denn da !? Sich selbst,da sie auf den Grünen Ideologen Zug aufgesprungen sind !?     
",0,NONE
1087,hasoc_de_1088,"Chapeau Frankreich!  Le Pen putzt Macron deutlich weg.  EUWahl19 
",0,NONE
394,hasoc_de_395,"Eurosport : SotipptderBoss: Autsch! Nürnberg düpiert Schalke 
",0,NONE
583,hasoc_de_584,"Kurz vor den Wahlen tun SPD und CDU wieder so, sls mache es einen großen Unterschied, wen von beiden man wählt. agh 
",0,NONE
3692,hasoc_de_3693,USER USER Frau Steinbach Demenz vorzuwerfen ist unredlich weil es alle Demenzkranken  beleidigt. Hirntod ist der richtige Ausdruck für die.,1,OFFN
3334,hasoc_de_3335,"Klingt wie ein schlechter Film   Haftprüfungstermin für Teenager im Amtsgericht Stralsund.  Es fällt unerwartet ein Schuss.  Dem Anwalt fällt eine Waffe aus der Tasche.  Gerichtsleiter: 'Verteidiger hat Vorbildfunktion.' --&gt;stellte Strafanzeige  
",0,NONE
2575,hasoc_de_2576,"80 Afghanen dürfen in Bremen bleiben.  
",0,NONE
3484,hasoc_de_3485,"USER USER Vor allem: WER sind die S4F-Wissenschaftler=KLIMA-Wissenschaftler?  Dabei sind Forschende, ergo Studenten, wiss. Mitarbeiter, Institutsangehörige,  Kabarettist\Zauberkünstler\Moderator E.v. Hirschhausen  =immer dicker werdender Diät-Papst &amp; Psychologen-Kenner 
",0,NONE
2499,hasoc_de_2500,"Landtag hebt die Immunität von Linus Förster auf: 
",0,NONE
2216,hasoc_de_2217,"wer die grünen für eine liberale partei hält, hat mit der freiheit nicht mal geflirtet 
",0,NONE
1763,hasoc_de_1764," 
",0,NONE
2881,hasoc_de_2882,"USER Seit 2015 keine Kontrolle,Araber Clans seit 1980 wann wacht der Mann ua auf ?",0,NONE
1259,hasoc_de_1260,".......sehr lesenswert...!     
",0,NONE
526,hasoc_de_527,"Sind das die berühmten Fachkräfte, von denen unsere Bundesregierung immer spricht? Multikulti Vielfalt 
",0,NONE
377,hasoc_de_378,USER Wie komme ich auf die Startseite von Magenta TV? Welche Sendernummer ist das?,0,NONE
1559,hasoc_de_1560,"1. Das Spiel heißt vielleicht bei Besatzerkindern so, bei Deutschen nennt man es Name-Stadt-Land  und  2. wird da nicht nach Politikern gefragt.  3. Haben Sie sich wahrscheinlich verhört, es ging bestimmt um Absteiger des Jahres mit 'B', da wäre jedes Kind auf Barley gekommen. 
",0,NONE
2398,hasoc_de_2399,"Wie soll ich mal meinen Enkeln erklären, dass Deutschland mal als gebildet, hoch entwickelt, fortschrittlich und sauber in der ganzen Welt bewundert wurde wenn alles voller Sisha-Bars, Ghettos, Dealer, Müll + Hochreligiöser und verschleierten Frauen ist? Heimat",0,NONE
1963,hasoc_de_1964,"Wir haben eine Wahl! – Ausgabe 051 
 
",0,NONE
3407,hasoc_de_3408,"Sveja Schulze BUM   beim BDEW Kongress  Ja,die Regierung schleppt die Umsetzung der Energiewende,schon zu lange vor sich her,ich habe diese aus die Beratung genommen und zur Umsetzung eingebracht!  Frau Schulze,ist 'die Regierung' und Attestiert sich Selbst,   'Unfähigkeit'!",0,NONE
348,hasoc_de_349,"Noch nicht mal Straftäter können abgeschoben werden.  Afghanistan will abgeschobenen Straftäter+Staatsbürger nicht wieder reinlassen! Und der Afghane wird artig von der deutschem Polizei auf unsere Kosten abgeholt+nach D geflogen.  
",0,NONE
2627,hasoc_de_2628,"Dass man über sowas überhaupt diskutieren muss.  
",0,NONE
1709,hasoc_de_1710,"Achtung —- Kind an Grundschule aufgehängt !! Lasst eure Kinder nicht aus den Augen,verdammt nochmal !   
  was geht nur ab inOldGermany",0,NONE
1050,hasoc_de_1051,"Schultze-Rhonhof über die Ursachen des Zweiten Weltkrieges 
 
",0,NONE
590,hasoc_de_591,"Lügenpresse oder Hyperinflation? Superflüchtling findet an einem Tag zwischen 50k und 150k je nach Zeitung. 
",0,NONE
519,hasoc_de_520,"Maghreb-Staaten: Grüne wollen Kompromiss bei sicheren Herkunftsstaaten  
",0,NONE
3079,hasoc_de_3080,USER USER ROFL!!,0,NONE
2584,hasoc_de_2585,"Labour bei 13%  Tories bei 7%  Beides hochverdient. EP2019 
",0,NONE
1083,hasoc_de_1084,"Hinter dem 'Umbau' Deutschlands in ein öko-stalinistisches Grünes Reich verbirgt sich niemand geringerer als der allseits beliebte George Soros. 
",0,NONE
2251,hasoc_de_2252,"Der Ethos eines Staatsbeamten, wie Hans-Georg Maaßen ihn vertritt, scheint heute nicht mehr Zeitgemäß. Deshalb mußte er gehen.  
 
",0,NONE
3815,hasoc_de_3816,"Ja,schon seit Jahren!  Ich muß dran denken,das Sie jeden Frühling wiederkommen und die Türen zum Wohnbereich schließen,sonst nehmen Sie das ganze Haus in Beschlag! 
",0,NONE
1809,hasoc_de_1810,"Grenzenlose Dummheit .....Intelligenz kannst halt nicht kaufen !  es muss für Hermine sehr schwer sein durch das leben zu gehen! mit so tollem Aussehen... igitt  darum meldet man sich dann über das Internet wo man nur einen kleinen teil der Speckfresse sieht uhhh nicht melden 
",1,OFFN
3703,hasoc_de_3704,"USER USER Ich finde es widerlich . Sitze beim Arzt im Wartezimmer, und Schwule  stecken  sich die  Zunge in den Hals, und fummeln  sich gegenseitig an den Klöten .  ...mir kommt in der Merkel Diktatur  nur noch das  kotzen ...!!",1,HATE
792,hasoc_de_793,"Infostand in Mayen! Meine tapfere Frau Claudia vertritt mich perfekt im Heimatkreis (Kreistagskandidatin MYK) 
",0,NONE
2755,hasoc_de_2756,"„Persönlich wird die Zehnjährige nach jetzigem Stand nicht mit Rebecca's Eltern sprechen, weil die Mutter dagegen sei.“    Was es doch für herzlose Mütter gibt – Mein persönlicher Eindruck  Passt zu: Verrecke Du mieses Stück-Slogan von GRÜNEN.  findbecci  
",1,OFFN
1980,hasoc_de_1981,"USER USER Stasifrau Kahane funktioniert nicht mehr? 
",0,NONE
2446,hasoc_de_2447,"AbdullahZentrum Ich bin stolz auf unseren Nationalrat und bedanke mich bei SPÖ, FPÖ und Neos für die Unterstützung. Das ist ein Zeichen für die Menschenrechte in SaudiArabia, das hoffentlich nicht nur in Europa viele Nachahmer findet: 
",0,NONE
2553,hasoc_de_2554,"Die österreichischen Sozialdemokraten werden heute eine rot-blaue Koalition mit der FPÖ eingehen, um die schwarze Übergangsregierung zu stürzen. (Im September ist eh Neuwahl) 
",0,NONE
1530,hasoc_de_1531,"USER USER Grund genug das Gegenteil zu tun, von dem was die wahlbeeinflussenden C-Promi Hetzer fordern...",0,NONE
1410,hasoc_de_1411,"Wer von euch kann mir sagen was genau ich hier sehe? 
",0,NONE
2792,hasoc_de_2793,"USER USER USER USER USER USER USER Tut mir leid. Ich habe 'Deutsch' mittlerweile verlernt, und das ist auch gut so. ",0,NONE
3026,hasoc_de_3027,USER Schwätzer... Tut doch selber mal was! nehmt den Bus statt Euch von den Eltern fahren zu lassen. Räumt den Park auf! Schaltet die Handies ab! Kriegt keine Kinder! Übernehmt auch Verantwortung!,0,NONE
